"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1255","Скриншоты с префиксом устройства: TC_010_<step>_<device>.png","tests.mobile","Mon Jul 20 10:44:53 UTC 2026","passed","Mon Jul 20 10:44:54 UTC 2026","TestCrossDevice","test_cross_device","",""
"","405","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Mon Jul 20 10:46:32 UTC 2026","passed","Mon Jul 20 10:46:33 UTC 2026","","test_cross_browser","",""
"","141","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Mon Jul 20 10:46:19 UTC 2026","passed","Mon Jul 20 10:46:19 UTC 2026","TestCheckout","test_checkout","",""
"","650","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Mon Jul 20 10:46:28 UTC 2026","passed","Mon Jul 20 10:46:28 UTC 2026","","test_cross_browser","",""
"","396","Товар, добавленный через детальную страницу, отображается в корзине корректно","tests.web","Mon Jul 20 10:46:10 UTC 2026","passed","Mon Jul 20 10:46:11 UTC 2026","TestCart","test_cart","",""
"","318","Оптимизация изображений для мобильных","tests.mobile","Mon Jul 20 10:45:17 UTC 2026","failed","Mon Jul 20 10:45:17 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","301","Время отклика кнопки Login на мобильном","tests.mobile","Mon Jul 20 10:45:10 UTC 2026","passed","Mon Jul 20 10:45:11 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","1207","Авторизация стабильна при 10 последовательных входах","tests.web","Mon Jul 20 10:46:47 UTC 2026","passed","Mon Jul 20 10:46:49 UTC 2026","TestPerformance","test_performance","",""
"","608","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Mon Jul 20 10:46:30 UTC 2026","passed","Mon Jul 20 10:46:31 UTC 2026","","test_cross_browser","",""
"","300","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Mon Jul 20 10:46:26 UTC 2026","passed","Mon Jul 20 10:46:26 UTC 2026","","test_cross_browser","",""
"","36","При сортировке товаров по имени товары сортируются по алфавиту","tests.web","Mon Jul 20 10:46:41 UTC 2026","passed","Mon Jul 20 10:46:42 UTC 2026","TestInventory","test_inventory","",""
"","1684","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Mon Jul 20 10:44:47 UTC 2026","passed","Mon Jul 20 10:44:49 UTC 2026","TestCrossDevice","test_cross_device","",""
