"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","270","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Tue Jul 21 10:20:55 UTC 2026","passed","Tue Jul 21 10:20:55 UTC 2026","TestNavigation","test_navigation_ui","",""
"","1361","Скриншоты с префиксом устройства: TC_010_<step>_<device>.png","tests.mobile","Tue Jul 21 10:19:51 UTC 2026","passed","Tue Jul 21 10:19:52 UTC 2026","TestCrossDevice","test_cross_device","",""
"","300","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 21 10:21:34 UTC 2026","passed","Tue Jul 21 10:21:34 UTC 2026","","test_cross_browser","",""
"","1245","Авторизация стабильна при 10 последовательных входах","tests.web","Tue Jul 21 10:21:56 UTC 2026","passed","Tue Jul 21 10:21:57 UTC 2026","TestPerformance","test_performance","",""
"","1869","Проверка, что contextmenu не появляется при long_press","tests.mobile","Tue Jul 21 10:20:30 UTC 2026","passed","Tue Jul 21 10:20:32 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","259","Поля ввода имеют понятные placeholder","tests.mobile","Tue Jul 21 10:20:38 UTC 2026","passed","Tue Jul 21 10:20:38 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","587","Потребление памяти при длительной сессии","tests.mobile","Tue Jul 21 10:20:12 UTC 2026","passed","Tue Jul 21 10:20:13 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","133","После удаления товара через кнопку Remove на детальной странице корзина пуста","tests.web","Tue Jul 21 10:21:53 UTC 2026","passed","Tue Jul 21 10:21:53 UTC 2026","TestInventory","test_inventory","",""
"","170","test_check_mobile_001[mobile_page0]","SauceDemo mobile","Tue Jul 21 10:19:53 UTC 2026","passed","Tue Jul 21 10:19:53 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","284","Время отклика при авторизации не превышает 1 секунды","tests.web","Tue Jul 21 10:21:55 UTC 2026","passed","Tue Jul 21 10:21:56 UTC 2026","TestPerformance","test_performance","",""
"","1420","Проверка, что товары прокручиваются без залипаний","tests.mobile","Tue Jul 21 10:20:32 UTC 2026","passed","Tue Jul 21 10:20:34 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","1547","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Tue Jul 21 10:19:22 UTC 2026","passed","Tue Jul 21 10:19:24 UTC 2026","TestCrossDevice","test_cross_device","",""
"","65","Загрузка страницы inventory не превышает 3 секунды","tests.web","Tue Jul 21 10:21:55 UTC 2026","passed","Tue Jul 21 10:21:55 UTC 2026","TestPerformance","test_performance","",""
"","238","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Tue Jul 21 10:21:24 UTC 2026","passed","Tue Jul 21 10:21:24 UTC 2026","TestCheckout","test_checkout","",""
"","478","Бэкенд получает мобильный UA: ответ содержит мобильные классы и структуру","tests.mobile","Tue Jul 21 10:19:39 UTC 2026","passed","Tue Jul 21 10:19:40 UTC 2026","TestCrossDevice","test_cross_device","",""
"","342","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 21 10:21:32 UTC 2026","passed","Tue Jul 21 10:21:32 UTC 2026","","test_cross_browser","",""
"","38","При сортировке товаров по возрастанию цены товары располагаются от меньшей к большей цене","tests.web","Tue Jul 21 10:21:48 UTC 2026","passed","Tue Jul 21 10:21:49 UTC 2026","TestInventory","test_inventory","",""
"","524","Возврат по кнопке Назад браузера работает корректно","tests.mobile","Tue Jul 21 10:20:48 UTC 2026","passed","Tue Jul 21 10:20:48 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","3198","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Tue Jul 21 10:19:30 UTC 2026","passed","Tue Jul 21 10:19:34 UTC 2026","TestCrossDevice","test_cross_device","",""
"","1119","Замер First Contentful Paint (FCP) на мобильном","tests.mobile","Tue Jul 21 10:20:15 UTC 2026","passed","Tue Jul 21 10:20:16 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","166","Кнопка Cancel на шаге оформления заказа возвращает пользователя в корзину","tests.web","Tue Jul 21 10:21:28 UTC 2026","passed","Tue Jul 21 10:21:28 UTC 2026","TestCheckout","test_checkout","",""
"","307","Пользователь может войти с валидными данными","tests.web","Tue Jul 21 10:20:57 UTC 2026","passed","Tue Jul 21 10:20:57 UTC 2026","TestLogin","test_auth","",""
"","323","Пользователь не может войти с невалидными данными","tests.web","Tue Jul 21 10:21:07 UTC 2026","passed","Tue Jul 21 10:21:07 UTC 2026","TestLogin","test_auth","",""
"","1505","Mobile E2E: login → add to cart → checkout","tests.mobile","Tue Jul 21 10:20:03 UTC 2026","passed","Tue Jul 21 10:20:04 UTC 2026","TestMobile","test_mobile_e2e","",""
"","441","Ошибки валидации видны и озвучиваются скринридером","tests.mobile","Tue Jul 21 10:20:39 UTC 2026","passed","Tue Jul 21 10:20:39 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","288","Пользователь не может войти с невалидными данными","tests.web","Tue Jul 21 10:21:10 UTC 2026","passed","Tue Jul 21 10:21:11 UTC 2026","TestLogin","test_auth","",""
"","458","Кнопка Continue Shopping возвращает пользователя на страницу товаров","tests.web","Tue Jul 21 10:21:19 UTC 2026","passed","Tue Jul 21 10:21:19 UTC 2026","TestCart","test_cart","",""
"","599","Бэкенд получает мобильный UA: ответ содержит мобильные классы и структуру","tests.mobile","Tue Jul 21 10:19:38 UTC 2026","passed","Tue Jul 21 10:19:38 UTC 2026","TestCrossDevice","test_cross_device","",""
"","430","Контраст текста/фона соответствует WCAG 2.1 AA (≥ 4.5:1)","tests.mobile","Tue Jul 21 10:20:41 UTC 2026","passed","Tue Jul 21 10:20:41 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","415","Элементы не перекрывают друг друга при тапе","tests.mobile","Tue Jul 21 10:20:35 UTC 2026","passed","Tue Jul 21 10:20:36 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","50","Основной текст ≥14px, заголовки ≥18px","tests.mobile","Tue Jul 21 10:20:22 UTC 2026","passed","Tue Jul 21 10:20:22 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","355","Нет 'мёртвых' зон (элементы, на которые нельзя тапнуть)","tests.mobile","Tue Jul 21 10:20:51 UTC 2026","passed","Tue Jul 21 10:20:51 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","798","Добавить товар → page.reload() → товар в корзине","tests.mobile","Tue Jul 21 10:20:49 UTC 2026","passed","Tue Jul 21 10:20:50 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","1099","Эмуляция viewport: width: 667, height: 375","tests.mobile","Tue Jul 21 10:20:26 UTC 2026","passed","Tue Jul 21 10:20:27 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","663","Пользователь может войти с валидными данными, если до этого 5 раз пытался войти, используя неверный пароль","tests.web","Tue Jul 21 10:21:11 UTC 2026","passed","Tue Jul 21 10:21:12 UTC 2026","TestLogin","test_auth","",""
"","398","Товар, добавленный через детальную страницу, отображается в корзине корректно","tests.web","Tue Jul 21 10:21:18 UTC 2026","passed","Tue Jul 21 10:21:18 UTC 2026","TestCart","test_cart","",""
"","2745","Потребление памяти не увеличивается более чем на 20% при открытии 20 вкладок","tests.web","Tue Jul 21 10:22:03 UTC 2026","passed","Tue Jul 21 10:22:06 UTC 2026","TestPerformance","test_performance","",""
"","311","Пользователь не может войти с невалидными данными","tests.web","Tue Jul 21 10:21:08 UTC 2026","passed","Tue Jul 21 10:21:08 UTC 2026","TestLogin","test_auth","",""
"","27","На странице товаров отображаются товары с определенными названиями","tests.web","Tue Jul 21 10:21:45 UTC 2026","passed","Tue Jul 21 10:21:45 UTC 2026","TestInventory","test_inventory","",""
"","1757","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Tue Jul 21 10:19:40 UTC 2026","passed","Tue Jul 21 10:19:42 UTC 2026","TestCrossDevice","test_cross_device","",""
