"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","425","Пользователь может добавить несколько товаров в корзину","tests.web","Thu May 21 11:44:28 UTC 2026","passed","Thu May 21 11:44:28 UTC 2026","TestCart","test_cart","",""
"","327","Пользователь может войти с валидными данными","tests.web","Thu May 21 11:44:19 UTC 2026","passed","Thu May 21 11:44:19 UTC 2026","TestLogin","test_auth","",""
"","1555","Корзина не изолирована между пользователями на одном устройстве","tests.web","Thu May 21 11:44:35 UTC 2026","passed","Thu May 21 11:44:36 UTC 2026","TestCart","test_cart","",""
"","76","После добавления товара в корзину сортировка по убыванию цены работает корректно","tests.web","Thu May 21 11:45:08 UTC 2026","passed","Thu May 21 11:45:09 UTC 2026","TestInventory","test_inventory","",""
"","379","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu May 21 11:44:59 UTC 2026","passed","Thu May 21 11:44:59 UTC 2026","","test_cross_browser","",""
"","304","Пользователь не может войти с невалидными данными","tests.web","Thu May 21 11:44:21 UTC 2026","passed","Thu May 21 11:44:21 UTC 2026","TestLogin","test_auth","",""
"","5305","Пользователь может войти с валидными данными","tests.web","Thu May 21 11:44:12 UTC 2026","passed","Thu May 21 11:44:18 UTC 2026","TestLogin","test_auth","",""
"","706","Потребление памяти при длительной сессии","tests.mobile","Thu May 21 11:43:42 UTC 2026","passed","Thu May 21 11:43:42 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","221","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (1 товар)","tests.web","Thu May 21 11:44:43 UTC 2026","passed","Thu May 21 11:44:44 UTC 2026","TestCheckout","test_checkout","",""
"","266","Пользователь не может продолжить оформление заказа, если поле Postal Code не заполнено","tests.web","Thu May 21 11:44:39 UTC 2026","passed","Thu May 21 11:44:40 UTC 2026","TestCheckout","test_checkout","",""
"","268","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Thu May 21 11:44:09 UTC 2026","passed","Thu May 21 11:44:09 UTC 2026","TestNavigation","test_navigation_ui","",""
"","48","При клике по изображению товара открывается подробная страница товара","tests.web","Thu May 21 11:45:09 UTC 2026","passed","Thu May 21 11:45:09 UTC 2026","TestInventory","test_inventory","",""
"","1979","Все ссылки в бургер-меню кликабельны, меню закрывается","tests.mobile","Thu May 21 11:44:06 UTC 2026","passed","Thu May 21 11:44:08 UTC 2026","TestNavigation","test_navigation_ui","",""
"","295","Пользователь не может войти с невалидными данными","tests.web","Thu May 21 11:44:22 UTC 2026","passed","Thu May 21 11:44:22 UTC 2026","TestLogin","test_auth","",""
"","310","Пользователь может войти с валидными данными","tests.web","Thu May 21 11:44:12 UTC 2026","passed","Thu May 21 11:44:12 UTC 2026","TestLogin","test_auth","",""
"","527","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Thu May 21 11:43:47 UTC 2026","passed","Thu May 21 11:43:48 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","750","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu May 21 11:44:49 UTC 2026","passed","Thu May 21 11:44:50 UTC 2026","","test_cross_browser","",""
"","3017","Потребление памяти не увеличивается более чем на 20% при открытии 20 вкладок","tests.web","Thu May 21 11:45:22 UTC 2026","passed","Thu May 21 11:45:25 UTC 2026","TestPerformance","test_performance","",""
"","667","Пользователь может войти с валидными данными, если до этого 5 раз пытался войти, используя неверный пароль","tests.web","Thu May 21 11:44:25 UTC 2026","passed","Thu May 21 11:44:26 UTC 2026","TestLogin","test_auth","",""
"","425","Двойной тап не вызывает зум страницы","tests.mobile","Thu May 21 11:44:03 UTC 2026","passed","Thu May 21 11:44:03 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","303","Пользователь не может войти с невалидными данными","tests.web","Thu May 21 11:44:22 UTC 2026","passed","Thu May 21 11:44:23 UTC 2026","TestLogin","test_auth","",""
"","729","Изображения не выходят за пределы контейнера","tests.mobile","Thu May 21 11:43:52 UTC 2026","passed","Thu May 21 11:43:53 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","261","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (2 товара)","tests.web","Thu May 21 11:44:44 UTC 2026","passed","Thu May 21 11:44:45 UTC 2026","TestCheckout","test_checkout","",""
"","1419","Проверка, что товары прокручиваются без залипаний","tests.mobile","Thu May 21 11:44:01 UTC 2026","passed","Thu May 21 11:44:02 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","335","Пользователь может войти с валидными данными","tests.web","Thu May 21 11:44:18 UTC 2026","passed","Thu May 21 11:44:19 UTC 2026","TestLogin","test_auth","",""
"","758","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu May 21 11:44:56 UTC 2026","passed","Thu May 21 11:44:57 UTC 2026","","test_cross_browser","",""
"","5363","test_check_mobile_002[mobile_page0]","SauceDemo mobile","Thu May 21 11:43:21 UTC 2026","passed","Thu May 21 11:43:27 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","163","Пользователь может продолжить оформление заказа, если заполнены поля First Name, Last Name, Postal Code","tests.web","Thu May 21 11:44:40 UTC 2026","passed","Thu May 21 11:44:41 UTC 2026","TestCheckout","test_checkout","",""
"","40","Основной текст ≥14px, заголовки ≥18px","tests.mobile","Thu May 21 11:43:51 UTC 2026","passed","Thu May 21 11:43:51 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","263","Корректная работа при переключении сеть → offline → сеть","tests.mobile","Thu May 21 11:43:43 UTC 2026","passed","Thu May 21 11:43:43 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","421","test_check_mobile_001[mobile_page0]","SauceDemo mobile","Thu May 21 11:43:19 UTC 2026","passed","Thu May 21 11:43:20 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","320","Пользователь не может войти с невалидными данными","tests.web","Thu May 21 11:44:20 UTC 2026","passed","Thu May 21 11:44:20 UTC 2026","TestLogin","test_auth","",""
"","465","Кнопка Continue Shopping возвращает пользователя на страницу товаров","tests.web","Thu May 21 11:44:32 UTC 2026","passed","Thu May 21 11:44:32 UTC 2026","TestCart","test_cart","",""
"","163","Кнопка Cancel на шаге оформления заказа возвращает пользователя в корзину","tests.web","Thu May 21 11:44:41 UTC 2026","passed","Thu May 21 11:44:41 UTC 2026","TestCheckout","test_checkout","",""
"","205","Отсутствие 'мигания' контента при загрузке","tests.mobile","Thu May 21 11:43:46 UTC 2026","passed","Thu May 21 11:43:46 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","7","На странице товаров отображается 6 товаров","tests.web","Thu May 21 11:45:02 UTC 2026","passed","Thu May 21 11:45:02 UTC 2026","TestInventory","test_inventory","",""
