"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","480","Содержимое корзины сохраняется после перезагрузки страницы","tests.web","Thu Jun 18 11:48:42 UTC 2026","passed","Thu Jun 18 11:48:42 UTC 2026","TestCart","test_cart","",""
"","1308","Скриншоты с префиксом устройства: TC_010_<step>_<device>.png","tests.mobile","Thu Jun 18 11:47:21 UTC 2026","passed","Thu Jun 18 11:47:23 UTC 2026","TestCrossDevice","test_cross_device","",""
"","521","Контраст текста/фона соответствует WCAG 2.1 AA (≥ 4.5:1)","tests.mobile","Thu Jun 18 11:48:08 UTC 2026","passed","Thu Jun 18 11:48:09 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","38","Основной текст ≥14px, заголовки ≥18px","tests.mobile","Thu Jun 18 11:47:52 UTC 2026","passed","Thu Jun 18 11:47:52 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","300","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:29 UTC 2026","passed","Thu Jun 18 11:48:30 UTC 2026","TestLogin","test_auth","",""
"","383","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:49:06 UTC 2026","passed","Thu Jun 18 11:49:06 UTC 2026","","test_cross_browser","",""
"","468","Ошибки валидации видны и озвучиваются скринридером","tests.mobile","Thu Jun 18 11:48:07 UTC 2026","passed","Thu Jun 18 11:48:07 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","310","Авторизация на сайте успешна","tests.web","Thu Jun 18 11:49:17 UTC 2026","passed","Thu Jun 18 11:49:17 UTC 2026","TestLogin","test_login","",""
"","76","После добавления товара в корзину сортировка по убыванию цены работает корректно","tests.web","Thu Jun 18 11:49:15 UTC 2026","passed","Thu Jun 18 11:49:15 UTC 2026","TestInventory","test_inventory","",""
"","545","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Thu Jun 18 11:47:48 UTC 2026","passed","Thu Jun 18 11:47:49 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","781","Эмуляция viewport: width: 667, height: 375","tests.mobile","Thu Jun 18 11:47:56 UTC 2026","passed","Thu Jun 18 11:47:56 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","1429","Проверка отображения при device_scale_factor (2x, 3x)","tests.mobile","Thu Jun 18 11:46:59 UTC 2026","passed","Thu Jun 18 11:47:01 UTC 2026","TestCrossDevice","test_cross_device","",""
"","214","После отмены оформления заказа пользователь может вернуться на страницу товаров через корзину","tests.web","Thu Jun 18 11:48:50 UTC 2026","passed","Thu Jun 18 11:48:50 UTC 2026","TestCheckout","test_checkout","",""
"","703","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:48:56 UTC 2026","passed","Thu Jun 18 11:48:57 UTC 2026","","test_cross_browser","",""
"","306","Навигация с клавиатуры (Tab) работает на мобильных","tests.mobile","Thu Jun 18 11:48:10 UTC 2026","passed","Thu Jun 18 11:48:10 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","273","test_check_mobile_003[mobile_page0]","SauceDemo mobile","Thu Jun 18 11:47:30 UTC 2026","passed","Thu Jun 18 11:47:30 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","282","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:30 UTC 2026","passed","Thu Jun 18 11:48:30 UTC 2026","TestLogin","test_auth","",""
"","398","Пользователь остаётся авторизованным после перезагрузки страницы","tests.web","Thu Jun 18 11:48:34 UTC 2026","passed","Thu Jun 18 11:48:35 UTC 2026","TestLogin","test_auth","",""
"","312","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:48:52 UTC 2026","passed","Thu Jun 18 11:48:53 UTC 2026","","test_cross_browser","",""
"","6574","Загрузка главной страницы при эмуляции 3G","tests.mobile","Thu Jun 18 11:47:34 UTC 2026","passed","Thu Jun 18 11:47:40 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","202","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (1 товар)","tests.web","Thu Jun 18 11:48:51 UTC 2026","passed","Thu Jun 18 11:48:51 UTC 2026","TestCheckout","test_checkout","",""
"","290","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:32 UTC 2026","passed","Thu Jun 18 11:48:33 UTC 2026","TestLogin","test_auth","",""
"","435","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:49:05 UTC 2026","passed","Thu Jun 18 11:49:05 UTC 2026","","test_cross_browser","",""
"","138","После удаления товара через кнопку Remove на детальной странице корзина пуста","tests.web","Thu Jun 18 11:49:16 UTC 2026","passed","Thu Jun 18 11:49:16 UTC 2026","TestInventory","test_inventory","",""
"","1191","Проверка отображения при device_scale_factor (2x, 3x)","tests.mobile","Thu Jun 18 11:46:58 UTC 2026","passed","Thu Jun 18 11:46:59 UTC 2026","TestCrossDevice","test_cross_device","",""
"","311","Оптимизация изображений для мобильных","tests.mobile","Thu Jun 18 11:47:47 UTC 2026","passed","Thu Jun 18 11:47:48 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","410","Двойной тап не вызывает зум страницы","tests.mobile","Thu Jun 18 11:48:03 UTC 2026","passed","Thu Jun 18 11:48:03 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","41","При сортировке товаров по убыванию цены товары располагаются от большей к меньшей цене","tests.web","Thu Jun 18 11:49:13 UTC 2026","passed","Thu Jun 18 11:49:13 UTC 2026","TestInventory","test_inventory","",""
"","260","Поля ввода имеют понятные placeholder","tests.mobile","Thu Jun 18 11:48:06 UTC 2026","passed","Thu Jun 18 11:48:06 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","61","Все интерактивные элементы ≥20×20 px","tests.mobile","Thu Jun 18 11:47:51 UTC 2026","passed","Thu Jun 18 11:47:51 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","365","Элементы не перекрывают друг друга при тапе","tests.mobile","Thu Jun 18 11:48:04 UTC 2026","passed","Thu Jun 18 11:48:04 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","440","Проверка отображения при locale=ru-RU, timezone=Europe/Moscow","tests.mobile","Thu Jun 18 11:47:01 UTC 2026","passed","Thu Jun 18 11:47:02 UTC 2026","TestCrossDevice","test_cross_device","",""
"","284","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:31 UTC 2026","passed","Thu Jun 18 11:48:31 UTC 2026","TestLogin","test_auth","",""
"","5292","Пользователь может войти с валидными данными","tests.web","Thu Jun 18 11:48:21 UTC 2026","passed","Thu Jun 18 11:48:26 UTC 2026","TestLogin","test_auth","",""
"","845","Скриншоты с префиксом устройства: TC_010_<step>_<device>.png","tests.mobile","Thu Jun 18 11:47:20 UTC 2026","passed","Thu Jun 18 11:47:21 UTC 2026","TestCrossDevice","test_cross_device","",""
"","235","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Thu Jun 18 11:48:18 UTC 2026","passed","Thu Jun 18 11:48:18 UTC 2026","TestNavigation","test_navigation_ui","",""
"","597","Пользователь может войти с валидными данными, если до этого 5 раз пытался войти, используя неверный пароль","tests.web","Thu Jun 18 11:48:33 UTC 2026","passed","Thu Jun 18 11:48:34 UTC 2026","TestLogin","test_auth","",""
"","562","Бэкенд получает мобильный UA: ответ содержит мобильные классы и структуру","tests.mobile","Thu Jun 18 11:47:09 UTC 2026","passed","Thu Jun 18 11:47:10 UTC 2026","TestCrossDevice","test_cross_device","",""
"","359","Корзина пуста при открытии без добавления товаров","tests.web","Thu Jun 18 11:48:41 UTC 2026","passed","Thu Jun 18 11:48:41 UTC 2026","TestCart","test_cart","",""
"","308","Пользователь может войти с валидными данными","tests.web","Thu Jun 18 11:48:28 UTC 2026","passed","Thu Jun 18 11:48:28 UTC 2026","TestLogin","test_auth","",""
"","1397","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Thu Jun 18 11:47:14 UTC 2026","passed","Thu Jun 18 11:47:15 UTC 2026","TestCrossDevice","test_cross_device","",""
"","887","Меню сворачивается в иконку, раскрывается по тапу","tests.mobile","Thu Jun 18 11:47:57 UTC 2026","passed","Thu Jun 18 11:47:58 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","853","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Thu Jun 18 11:46:54 UTC 2026","passed","Thu Jun 18 11:46:55 UTC 2026","TestCrossDevice","test_cross_device","",""
"","162","Корректная работа при переключении сеть → offline → сеть","tests.mobile","Thu Jun 18 11:47:45 UTC 2026","passed","Thu Jun 18 11:47:45 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","287","Время отклика кнопки Login на мобильном","tests.mobile","Thu Jun 18 11:47:41 UTC 2026","passed","Thu Jun 18 11:47:41 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","290","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:32 UTC 2026","passed","Thu Jun 18 11:48:32 UTC 2026","TestLogin","test_auth","",""
"","575","Потребление памяти при длительной сессии","tests.mobile","Thu Jun 18 11:47:43 UTC 2026","passed","Thu Jun 18 11:47:44 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","546","Возврат по кнопке Назад браузера работает корректно","tests.mobile","Thu Jun 18 11:48:11 UTC 2026","passed","Thu Jun 18 11:48:12 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","437","Кнопка Continue Shopping возвращает пользователя на страницу товаров","tests.web","Thu Jun 18 11:48:40 UTC 2026","passed","Thu Jun 18 11:48:40 UTC 2026","TestCart","test_cart","",""
"","703","Полный цикл заказа товара","tests.web","Thu Jun 18 11:49:07 UTC 2026","passed","Thu Jun 18 11:49:08 UTC 2026","TestCheckout","test_e2e","",""
"","2972","Потребление памяти не увеличивается более чем на 20% при открытии 20 вкладок","tests.web","Thu Jun 18 11:49:27 UTC 2026","passed","Thu Jun 18 11:49:30 UTC 2026","TestPerformance","test_performance","",""
"","32","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Thu Jun 18 11:47:50 UTC 2026","passed","Thu Jun 18 11:47:50 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","6","На странице товаров отображается 6 товаров","tests.web","Thu Jun 18 11:49:08 UTC 2026","passed","Thu Jun 18 11:49:08 UTC 2026","TestInventory","test_inventory","",""
"","370","Нет 'мёртвых' зон (элементы, на которые нельзя тапнуть)","tests.mobile","Thu Jun 18 11:48:14 UTC 2026","passed","Thu Jun 18 11:48:14 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","337","Пользователь может добавить один товар в корзину","tests.web","Thu Jun 18 11:48:35 UTC 2026","passed","Thu Jun 18 11:48:35 UTC 2026","TestCart","test_cart","",""
"","400","Пользователь может добавить несколько товаров в корзину","tests.web","Thu Jun 18 11:48:36 UTC 2026","passed","Thu Jun 18 11:48:36 UTC 2026","TestCart","test_cart","",""
"","5324","test_check_mobile_002[mobile_page0]","SauceDemo mobile","Thu Jun 18 11:47:24 UTC 2026","passed","Thu Jun 18 11:47:29 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","513","Изображения не выходят за пределы контейнера","tests.mobile","Thu Jun 18 11:47:53 UTC 2026","passed","Thu Jun 18 11:47:53 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","303","Пользователь может войти с валидными данными","tests.web","Thu Jun 18 11:48:19 UTC 2026","passed","Thu Jun 18 11:48:20 UTC 2026","TestLogin","test_auth","",""
"","5352","Авторизация проходит успешно при эмуляции 3G сети","tests.web","Thu Jun 18 11:49:21 UTC 2026","passed","Thu Jun 18 11:49:27 UTC 2026","TestPerformance","test_performance","",""
"","240","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (2 товара)","tests.web","Thu Jun 18 11:48:52 UTC 2026","passed","Thu Jun 18 11:48:52 UTC 2026","TestCheckout","test_checkout","",""
"","41","При сортировке товаров по имени товары сортируются по алфавиту","tests.web","Thu Jun 18 11:49:14 UTC 2026","passed","Thu Jun 18 11:49:14 UTC 2026","TestInventory","test_inventory","",""
"","247","Кэширование статических ресурсов","tests.mobile","Thu Jun 18 11:47:42 UTC 2026","passed","Thu Jun 18 11:47:43 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","158","Кнопка Cancel на шаге оформления заказа возвращает пользователя в корзину","tests.web","Thu Jun 18 11:48:49 UTC 2026","passed","Thu Jun 18 11:48:49 UTC 2026","TestCheckout","test_checkout","",""
"","675","Счётчик корзины не дублируется при повторном добавлении одного товара","tests.web","Thu Jun 18 11:48:37 UTC 2026","passed","Thu Jun 18 11:48:38 UTC 2026","TestCart","test_cart","",""
"","44","При сортировке товаров по возрастанию цены товары располагаются от меньшей к большей цене","tests.web","Thu Jun 18 11:49:12 UTC 2026","passed","Thu Jun 18 11:49:12 UTC 2026","TestInventory","test_inventory","",""
"","296","Время отклика при авторизации не превышает 1 секунды","tests.web","Thu Jun 18 11:49:19 UTC 2026","passed","Thu Jun 18 11:49:19 UTC 2026","TestPerformance","test_performance","",""
"","2975","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Thu Jun 18 11:47:03 UTC 2026","passed","Thu Jun 18 11:47:06 UTC 2026","TestCrossDevice","test_cross_device","",""
"","321","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:48:53 UTC 2026","passed","Thu Jun 18 11:48:54 UTC 2026","","test_cross_browser","",""
"","185","test_check_mobile_001[mobile_page0]","SauceDemo mobile","Thu Jun 18 11:47:23 UTC 2026","passed","Thu Jun 18 11:47:23 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","1268","Авторизация стабильна при 10 последовательных входах","tests.web","Thu Jun 18 11:49:19 UTC 2026","passed","Thu Jun 18 11:49:21 UTC 2026","TestPerformance","test_performance","",""
"","401","Товар, добавленный через детальную страницу, отображается в корзине корректно","tests.web","Thu Jun 18 11:48:39 UTC 2026","passed","Thu Jun 18 11:48:39 UTC 2026","TestCart","test_cart","",""
"","28","На странице товаров отображаются товары с определенными ценами","tests.web","Thu Jun 18 11:49:10 UTC 2026","passed","Thu Jun 18 11:49:10 UTC 2026","TestInventory","test_inventory","",""
"","1475","Корзина не изолирована между пользователями на одном устройстве","tests.web","Thu Jun 18 11:48:43 UTC 2026","passed","Thu Jun 18 11:48:44 UTC 2026","TestCart","test_cart","",""
"","293","Пользователь может войти с валидными данными","tests.web","Thu Jun 18 11:48:20 UTC 2026","passed","Thu Jun 18 11:48:21 UTC 2026","TestLogin","test_auth","",""
"","517","На странице товаров отображаются товары с валидными изображениями","tests.web","Thu Jun 18 11:49:11 UTC 2026","passed","Thu Jun 18 11:49:11 UTC 2026","TestInventory","test_inventory","",""
"","157","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Thu Jun 18 11:48:45 UTC 2026","passed","Thu Jun 18 11:48:45 UTC 2026","TestCheckout","test_checkout","",""
"","420","Пользователь может удалить товар из корзины","tests.web","Thu Jun 18 11:48:38 UTC 2026","passed","Thu Jun 18 11:48:38 UTC 2026","TestCart","test_cart","",""
"","1843","Проверка, что contextmenu не появляется при long_press","tests.mobile","Thu Jun 18 11:47:59 UTC 2026","passed","Thu Jun 18 11:48:01 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","420","Контраст текста/фона соответствует WCAG 2.1 AA (≥ 4.5:1)","tests.mobile","Thu Jun 18 11:48:09 UTC 2026","passed","Thu Jun 18 11:48:09 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","166","Нет блокирующих запросов к недоступным доменам","tests.mobile","Thu Jun 18 11:47:42 UTC 2026","passed","Thu Jun 18 11:47:42 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","83","Загрузка страницы inventory не превышает 3 секунды","tests.web","Thu Jun 18 11:49:18 UTC 2026","passed","Thu Jun 18 11:49:18 UTC 2026","TestPerformance","test_performance","",""
"","147","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Thu Jun 18 11:48:47 UTC 2026","passed","Thu Jun 18 11:48:47 UTC 2026","TestCheckout","test_checkout","",""
"","46","При клике по изображению товара открывается подробная страница товара","tests.web","Thu Jun 18 11:49:16 UTC 2026","passed","Thu Jun 18 11:49:16 UTC 2026","TestInventory","test_inventory","",""
"","283","Пользователь не может войти с невалидными данными","tests.web","Thu Jun 18 11:48:28 UTC 2026","passed","Thu Jun 18 11:48:29 UTC 2026","TestLogin","test_auth","",""
"","147","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Thu Jun 18 11:48:46 UTC 2026","passed","Thu Jun 18 11:48:46 UTC 2026","TestCheckout","test_checkout","",""
"","25","На странице товаров отображаются товары с определенными названиями","tests.web","Thu Jun 18 11:49:09 UTC 2026","passed","Thu Jun 18 11:49:09 UTC 2026","TestInventory","test_inventory","",""
"","2338","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Thu Jun 18 11:46:51 UTC 2026","passed","Thu Jun 18 11:46:53 UTC 2026","TestCrossDevice","test_cross_device","",""
"","223","Страницы с путями /, /inventory, /cart, /checkout-*, /complete не имеют горизонтальной прокрутки","tests.mobile","Thu Jun 18 11:47:54 UTC 2026","passed","Thu Jun 18 11:47:54 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","1661","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Thu Jun 18 11:47:11 UTC 2026","passed","Thu Jun 18 11:47:13 UTC 2026","TestCrossDevice","test_cross_device","",""
"","159","Пользователь может продолжить оформление заказа, если заполнены поля First Name, Last Name, Postal Code","tests.web","Thu Jun 18 11:48:48 UTC 2026","passed","Thu Jun 18 11:48:48 UTC 2026","TestCheckout","test_checkout","",""
"","1962","Все ссылки в бургер-меню кликабельны, меню закрывается","tests.mobile","Thu Jun 18 11:48:15 UTC 2026","passed","Thu Jun 18 11:48:17 UTC 2026","TestNavigation","test_navigation_ui","",""
"","2599","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Thu Jun 18 11:47:06 UTC 2026","passed","Thu Jun 18 11:47:09 UTC 2026","TestCrossDevice","test_cross_device","",""
"","621","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:48:59 UTC 2026","passed","Thu Jun 18 11:48:59 UTC 2026","","test_cross_browser","",""
"","295","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Thu Jun 18 11:48:54 UTC 2026","passed","Thu Jun 18 11:48:54 UTC 2026","","test_cross_browser","",""
