"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1109","Замер First Contentful Paint (FCP) на мобильном","tests.mobile","Tue Jul 07 10:50:45 UTC 2026","passed","Tue Jul 07 10:50:46 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","24","На странице товаров отображаются товары с определенными названиями","tests.web","Tue Jul 07 10:52:13 UTC 2026","passed","Tue Jul 07 10:52:13 UTC 2026","TestInventory","test_inventory","",""
"","222","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Tue Jul 07 10:51:52 UTC 2026","passed","Tue Jul 07 10:51:53 UTC 2026","TestCheckout","test_checkout","",""
"","449","Пользователь остаётся авторизованным после перезагрузки страницы","tests.web","Tue Jul 07 10:51:41 UTC 2026","passed","Tue Jul 07 10:51:42 UTC 2026","TestLogin","test_auth","",""
"","39","При сортировке товаров по возрастанию цены товары располагаются от меньшей к большей цене","tests.web","Tue Jul 07 10:52:16 UTC 2026","passed","Tue Jul 07 10:52:16 UTC 2026","TestInventory","test_inventory","",""
"","37","При клике по изображению товара открывается подробная страница товара","tests.web","Tue Jul 07 10:52:20 UTC 2026","passed","Tue Jul 07 10:52:20 UTC 2026","TestInventory","test_inventory","",""
"","238","Страницы с путями /, /inventory, /cart, /checkout-*, /complete не имеют горизонтальной прокрутки","tests.mobile","Tue Jul 07 10:50:54 UTC 2026","passed","Tue Jul 07 10:50:55 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","208","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Tue Jul 07 10:51:25 UTC 2026","passed","Tue Jul 07 10:51:25 UTC 2026","TestNavigation","test_navigation_ui","",""
"","674","Полный цикл заказа товара","tests.web","Tue Jul 07 10:52:11 UTC 2026","passed","Tue Jul 07 10:52:11 UTC 2026","TestCheckout","test_e2e","",""
"","213","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (1 товар)","tests.web","Tue Jul 07 10:51:58 UTC 2026","passed","Tue Jul 07 10:51:59 UTC 2026","TestCheckout","test_checkout","",""
"","2641","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Tue Jul 07 10:50:07 UTC 2026","passed","Tue Jul 07 10:50:09 UTC 2026","TestCrossDevice","test_cross_device","",""
"","325","Пользователь не может войти с невалидными данными","tests.web","Tue Jul 07 10:51:36 UTC 2026","passed","Tue Jul 07 10:51:36 UTC 2026","TestLogin","test_auth","",""
"","1650","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Tue Jul 07 10:50:12 UTC 2026","passed","Tue Jul 07 10:50:14 UTC 2026","TestCrossDevice","test_cross_device","",""
"","5448","test_check_mobile_002[mobile_page0]","SauceDemo mobile","Tue Jul 07 10:50:25 UTC 2026","passed","Tue Jul 07 10:50:31 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","1974","Все ссылки в бургер-меню кликабельны, меню закрывается","tests.mobile","Tue Jul 07 10:51:21 UTC 2026","passed","Tue Jul 07 10:51:23 UTC 2026","TestNavigation","test_navigation_ui","",""
"","373","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 07 10:52:10 UTC 2026","passed","Tue Jul 07 10:52:10 UTC 2026","","test_cross_browser","",""
"","5180","Навигация с клавиатуры (Tab) работает на мобильных","tests.mobile","Tue Jul 07 10:51:11 UTC 2026","failed","Tue Jul 07 10:51:16 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","763","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 07 10:52:04 UTC 2026","passed","Tue Jul 07 10:52:05 UTC 2026","","test_cross_browser","",""
"","32","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Tue Jul 07 10:50:50 UTC 2026","passed","Tue Jul 07 10:50:50 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","298","Авторизация на сайте успешна","tests.web","Tue Jul 07 10:52:21 UTC 2026","passed","Tue Jul 07 10:52:22 UTC 2026","TestLogin","test_login","",""
"","189","После отмены оформления заказа пользователь может вернуться на страницу товаров через корзину","tests.web","Tue Jul 07 10:51:57 UTC 2026","passed","Tue Jul 07 10:51:57 UTC 2026","TestCheckout","test_checkout","",""
"","290","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 07 10:52:02 UTC 2026","passed","Tue Jul 07 10:52:02 UTC 2026","","test_cross_browser","",""
"","136","Кнопка Cancel на шаге оформления заказа возвращает пользователя в корзину","tests.web","Tue Jul 07 10:51:56 UTC 2026","passed","Tue Jul 07 10:51:56 UTC 2026","TestCheckout","test_checkout","",""
"","355","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Tue Jul 07 10:52:09 UTC 2026","passed","Tue Jul 07 10:52:09 UTC 2026","","test_cross_browser","",""
"","133","Пользователь может продолжить оформление заказа, если заполнены поля First Name, Last Name, Postal Code","tests.web","Tue Jul 07 10:51:55 UTC 2026","passed","Tue Jul 07 10:51:56 UTC 2026","TestCheckout","test_checkout","",""
"","5307","Пользователь может войти с валидными данными","tests.web","Tue Jul 07 10:51:27 UTC 2026","passed","Tue Jul 07 10:51:32 UTC 2026","TestLogin","test_auth","",""
"","1406","Проверка, что товары прокручиваются без залипаний","tests.mobile","Tue Jul 07 10:51:02 UTC 2026","passed","Tue Jul 07 10:51:03 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","544","Бэкенд получает мобильный UA: ответ содержит мобильные классы и структуру","tests.mobile","Tue Jul 07 10:50:10 UTC 2026","passed","Tue Jul 07 10:50:11 UTC 2026","TestCrossDevice","test_cross_device","",""
"","362","Пользователь может войти с валидными данными","tests.web","Tue Jul 07 10:51:33 UTC 2026","passed","Tue Jul 07 10:51:33 UTC 2026","TestLogin","test_auth","",""
"","44","Все интерактивные элементы ≥20×20 px","tests.mobile","Tue Jul 07 10:50:51 UTC 2026","passed","Tue Jul 07 10:50:51 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
