"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","548","Контраст текста/фона соответствует WCAG 2.1 AA (≥ 4.5:1)","tests.mobile","Wed Jun 10 11:34:41 UTC 2026","passed","Wed Jun 10 11:34:42 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","363","Корзина пуста при открытии без добавления товаров","tests.web","Wed Jun 10 11:35:16 UTC 2026","passed","Wed Jun 10 11:35:16 UTC 2026","TestCart","test_cart","",""
"","427","Проверка отображения при locale=ru-RU, timezone=Europe/Moscow","tests.mobile","Wed Jun 10 11:33:33 UTC 2026","passed","Wed Jun 10 11:33:33 UTC 2026","TestCrossDevice","test_cross_device","",""
"","1237","Проверка отображения при device_scale_factor (2x, 3x)","tests.mobile","Wed Jun 10 11:33:29 UTC 2026","passed","Wed Jun 10 11:33:30 UTC 2026","TestCrossDevice","test_cross_device","",""
"","1862","Проверка, что contextmenu не появляется при long_press","tests.mobile","Wed Jun 10 11:34:32 UTC 2026","passed","Wed Jun 10 11:34:34 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","3154","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Wed Jun 10 11:33:34 UTC 2026","passed","Wed Jun 10 11:33:37 UTC 2026","TestCrossDevice","test_cross_device","",""
"","801","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Wed Jun 10 11:35:31 UTC 2026","passed","Wed Jun 10 11:35:32 UTC 2026","","test_cross_browser","",""
"","2858","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Wed Jun 10 11:33:38 UTC 2026","passed","Wed Jun 10 11:33:40 UTC 2026","TestCrossDevice","test_cross_device","",""
"","1304","Скриншоты с префиксом устройства: TC_010_<step>_<device>.png","tests.mobile","Wed Jun 10 11:33:53 UTC 2026","passed","Wed Jun 10 11:33:55 UTC 2026","TestCrossDevice","test_cross_device","",""
"","9","На странице товаров отображается 6 товаров","tests.web","Wed Jun 10 11:35:39 UTC 2026","passed","Wed Jun 10 11:35:39 UTC 2026","TestInventory","test_inventory","",""
"","261","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (2 товара)","tests.web","Wed Jun 10 11:35:27 UTC 2026","passed","Wed Jun 10 11:35:27 UTC 2026","TestCheckout","test_checkout","",""
"","162","Кнопка Cancel на шаге оформления заказа возвращает пользователя в корзину","tests.web","Wed Jun 10 11:35:24 UTC 2026","passed","Wed Jun 10 11:35:24 UTC 2026","TestCheckout","test_checkout","",""
"","245","test_check_mobile_003[mobile_page1]","SauceDemo mobile","Wed Jun 10 11:34:03 UTC 2026","passed","Wed Jun 10 11:34:03 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","219","После отмены оформления заказа пользователь может вернуться на страницу товаров через корзину","tests.web","Wed Jun 10 11:35:25 UTC 2026","passed","Wed Jun 10 11:35:25 UTC 2026","TestCheckout","test_checkout","",""
"","249","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Wed Jun 10 11:34:51 UTC 2026","passed","Wed Jun 10 11:34:52 UTC 2026","TestNavigation","test_navigation_ui","",""
"","350","Пользователь может войти с валидными данными","tests.web","Wed Jun 10 11:35:02 UTC 2026","passed","Wed Jun 10 11:35:02 UTC 2026","TestLogin","test_auth","",""
"","316","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Wed Jun 10 11:35:28 UTC 2026","passed","Wed Jun 10 11:35:28 UTC 2026","","test_cross_browser","",""
"","29","На странице товаров отображаются товары с определенными названиями","tests.web","Wed Jun 10 11:35:40 UTC 2026","passed","Wed Jun 10 11:35:40 UTC 2026","TestInventory","test_inventory","",""
"","1404","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Wed Jun 10 11:33:27 UTC 2026","passed","Wed Jun 10 11:33:28 UTC 2026","TestCrossDevice","test_cross_device","",""
"","165","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Wed Jun 10 11:35:21 UTC 2026","passed","Wed Jun 10 11:35:21 UTC 2026","TestCheckout","test_checkout","",""
"","166","Нет блокирующих запросов к недоступным доменам","tests.mobile","Wed Jun 10 11:34:14 UTC 2026","passed","Wed Jun 10 11:34:14 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","326","Пользователь может войти с валидными данными","tests.web","Wed Jun 10 11:34:53 UTC 2026","passed","Wed Jun 10 11:34:54 UTC 2026","TestLogin","test_auth","",""
"","687","Счётчик корзины не дублируется при повторном добавлении одного товара","tests.web","Wed Jun 10 11:35:11 UTC 2026","passed","Wed Jun 10 11:35:12 UTC 2026","TestCart","test_cart","",""
"","529","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Wed Jun 10 11:34:21 UTC 2026","passed","Wed Jun 10 11:34:22 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","1720","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Wed Jun 10 11:33:48 UTC 2026","passed","Wed Jun 10 11:33:49 UTC 2026","TestCrossDevice","test_cross_device","",""
"","344","Пользователь не может войти с невалидными данными","tests.web","Wed Jun 10 11:35:03 UTC 2026","passed","Wed Jun 10 11:35:04 UTC 2026","TestLogin","test_auth","",""
"","239","Кэширование статических ресурсов","tests.mobile","Wed Jun 10 11:34:15 UTC 2026","passed","Wed Jun 10 11:34:15 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","513","Изображения не выходят за пределы контейнера","tests.mobile","Wed Jun 10 11:34:26 UTC 2026","passed","Wed Jun 10 11:34:26 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","285","Пользователь не может войти с невалидными данными","tests.web","Wed Jun 10 11:35:05 UTC 2026","passed","Wed Jun 10 11:35:05 UTC 2026","TestLogin","test_auth","",""
"","807","Эмуляция viewport: width: 667, height: 375","tests.mobile","Wed Jun 10 11:34:29 UTC 2026","passed","Wed Jun 10 11:34:29 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","183","Отсутствие 'мигания' контента при загрузке","tests.mobile","Wed Jun 10 11:34:19 UTC 2026","passed","Wed Jun 10 11:34:20 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","3056","Потребление памяти не увеличивается более чем на 20% при открытии 20 вкладок","tests.web","Wed Jun 10 11:35:59 UTC 2026","passed","Wed Jun 10 11:36:02 UTC 2026","TestPerformance","test_performance","",""
"","46","При сортировке товаров по убыванию цены товары располагаются от большей к меньшей цене","tests.web","Wed Jun 10 11:35:44 UTC 2026","passed","Wed Jun 10 11:35:44 UTC 2026","TestInventory","test_inventory","",""
"","46","При сортировке товаров по возрастанию цены товары располагаются от меньшей к большей цене","tests.web","Wed Jun 10 11:35:43 UTC 2026","passed","Wed Jun 10 11:35:43 UTC 2026","TestInventory","test_inventory","",""
"","362","Пользователь может добавить один товар в корзину","tests.web","Wed Jun 10 11:35:10 UTC 2026","passed","Wed Jun 10 11:35:10 UTC 2026","TestCart","test_cart","",""
"","420","Контраст текста/фона соответствует WCAG 2.1 AA (≥ 4.5:1)","tests.mobile","Wed Jun 10 11:34:42 UTC 2026","passed","Wed Jun 10 11:34:43 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","2206","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Wed Jun 10 11:33:22 UTC 2026","passed","Wed Jun 10 11:33:24 UTC 2026","TestCrossDevice","test_cross_device","",""
"","883","Добавить товар → page.reload() → товар в корзине","tests.mobile","Wed Jun 10 11:34:46 UTC 2026","passed","Wed Jun 10 11:34:47 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","288","Пользователь не может войти с невалидными данными","tests.web","Wed Jun 10 11:35:04 UTC 2026","passed","Wed Jun 10 11:35:05 UTC 2026","TestLogin","test_auth","",""
"","594","Бэкенд получает мобильный UA: ответ содержит мобильные классы и структуру","tests.mobile","Wed Jun 10 11:33:41 UTC 2026","passed","Wed Jun 10 11:33:42 UTC 2026","TestCrossDevice","test_cross_device","",""
"","408","Товар, добавленный через детальную страницу, отображается в корзине корректно","tests.web","Wed Jun 10 11:35:14 UTC 2026","passed","Wed Jun 10 11:35:14 UTC 2026","TestCart","test_cart","",""
"","309","Пользователь может войти с валидными данными","tests.web","Wed Jun 10 11:34:54 UTC 2026","passed","Wed Jun 10 11:34:54 UTC 2026","TestLogin","test_auth","",""
"","39","Основной текст ≥14px, заголовки ≥18px","tests.mobile","Wed Jun 10 11:34:25 UTC 2026","passed","Wed Jun 10 11:34:25 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","324","Время отклика при авторизации не превышает 1 секунды","tests.web","Wed Jun 10 11:35:50 UTC 2026","passed","Wed Jun 10 11:35:50 UTC 2026","TestPerformance","test_performance","",""
"","728","Замер First Contentful Paint (FCP) на мобильном","tests.mobile","Wed Jun 10 11:34:18 UTC 2026","passed","Wed Jun 10 11:34:19 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","876","Запуск на эмуляции iPhone 14 Pro, Pixel 7, iPad Mini","tests.mobile","Wed Jun 10 11:33:25 UTC 2026","passed","Wed Jun 10 11:33:26 UTC 2026","TestCrossDevice","test_cross_device","",""
"","52","При клике по изображению товара открывается подробная страница товара","tests.web","Wed Jun 10 11:35:47 UTC 2026","passed","Wed Jun 10 11:35:47 UTC 2026","TestInventory","test_inventory","",""
"","6576","Загрузка главной страницы при эмуляции 3G","tests.mobile","Wed Jun 10 11:34:06 UTC 2026","passed","Wed Jun 10 11:34:13 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","303","Время отклика кнопки Login на мобильном","tests.mobile","Wed Jun 10 11:34:13 UTC 2026","passed","Wed Jun 10 11:34:14 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","436","Пользователь может удалить товар из корзины","tests.web","Wed Jun 10 11:35:13 UTC 2026","passed","Wed Jun 10 11:35:13 UTC 2026","TestCart","test_cart","",""
"","341","Пользователь может войти с валидными данными","tests.web","Wed Jun 10 11:35:01 UTC 2026","passed","Wed Jun 10 11:35:01 UTC 2026","TestLogin","test_auth","",""
"","1312","Авторизация стабильна при 10 последовательных входах","tests.web","Wed Jun 10 11:35:51 UTC 2026","passed","Wed Jun 10 11:35:52 UTC 2026","TestPerformance","test_performance","",""
"","181","test_check_mobile_001[mobile_page0]","SauceDemo mobile","Wed Jun 10 11:33:55 UTC 2026","passed","Wed Jun 10 11:33:56 UTC 2026","TestCheckoutMobile","test_l42_mobile","",""
"","556","Быстрые последовательные тапы не дублируют действия","tests.mobile","Wed Jun 10 11:34:38 UTC 2026","passed","Wed Jun 10 11:34:39 UTC 2026","TestMobileTouch","test_mobile_touch","",""
"","516","На странице товаров отображаются товары с валидными изображениями","tests.web","Wed Jun 10 11:35:42 UTC 2026","passed","Wed Jun 10 11:35:42 UTC 2026","TestInventory","test_inventory","",""
"","135","После удаления товара через кнопку Remove на детальной странице корзина пуста","tests.web","Wed Jun 10 11:35:48 UTC 2026","passed","Wed Jun 10 11:35:48 UTC 2026","TestInventory","test_inventory","",""
"","167","Пользователь не может продолжить оформление заказа, если поле First Name, Last Name, Postal Code не заполнено","tests.web","Wed Jun 10 11:35:22 UTC 2026","passed","Wed Jun 10 11:35:22 UTC 2026","TestCheckout","test_checkout","",""
"","307","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Wed Jun 10 11:35:29 UTC 2026","passed","Wed Jun 10 11:35:30 UTC 2026","","test_cross_browser","",""
