"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","При сортировке товаров по убыванию цены товары располагаются от большей к меньшей цене","tests.web","Sun Jun 14 10:48:30 UTC 2026","passed","Sun Jun 14 10:48:30 UTC 2026","TestInventory","test_inventory","",""
"","518","Ошибки валидации видны и озвучиваются скринридером","tests.mobile","Sun Jun 14 10:47:23 UTC 2026","passed","Sun Jun 14 10:47:24 UTC 2026","TestMobileUX","test_mobile_ux","",""
"","550","Проверка, что сайт не требует зума/горизонтального скролла","tests.mobile","Sun Jun 14 10:47:04 UTC 2026","passed","Sun Jun 14 10:47:05 UTC 2026","TestMobileResponsive","test_mobile_responsive","",""
"","27","На странице товаров отображаются товары с определенными ценами","tests.web","Sun Jun 14 10:48:27 UTC 2026","passed","Sun Jun 14 10:48:27 UTC 2026","TestInventory","test_inventory","",""
"","2656","Эмуляция prefers-reduced-motion: анимации отключены/упрощены, контент доступен","tests.mobile","Sun Jun 14 10:46:21 UTC 2026","passed","Sun Jun 14 10:46:24 UTC 2026","TestCrossDevice","test_cross_device","",""
"","6574","Загрузка главной страницы при эмуляции 3G","tests.mobile","Sun Jun 14 10:46:49 UTC 2026","passed","Sun Jun 14 10:46:55 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","50","При клике по изображению товара открывается подробная страница товара","tests.web","Sun Jun 14 10:48:32 UTC 2026","passed","Sun Jun 14 10:48:32 UTC 2026","TestInventory","test_inventory","",""
"","733","Полный цикл заказа товара","tests.web","Sun Jun 14 10:48:23 UTC 2026","passed","Sun Jun 14 10:48:24 UTC 2026","TestCheckout","test_e2e","",""
"","287","Кнопки Add to cart кликабельны на десктопе и мобильном устройстве","tests.mobile","Sun Jun 14 10:47:34 UTC 2026","passed","Sun Jun 14 10:47:34 UTC 2026","TestNavigation","test_navigation_ui","",""
"","228","На странице подтверждения заказа отображается корректное количество товаров и итоговая сумма (1 товар)","tests.web","Sun Jun 14 10:48:07 UTC 2026","passed","Sun Jun 14 10:48:08 UTC 2026","TestCheckout","test_checkout","",""
"","436","Пользователь может удалить товар из корзины","tests.web","Sun Jun 14 10:47:55 UTC 2026","passed","Sun Jun 14 10:47:55 UTC 2026","TestCart","test_cart","",""
"","315","Пользователь может авторизоваться в разных браузерах и разрешениях","tests.web","Sun Jun 14 10:48:11 UTC 2026","passed","Sun Jun 14 10:48:11 UTC 2026","","test_cross_browser","",""
"","211","Отсутствие 'мигания' контента при загрузке","tests.mobile","Sun Jun 14 10:47:02 UTC 2026","passed","Sun Jun 14 10:47:03 UTC 2026","TestMobilePerformance","test_mobile_perf","",""
"","79","После добавления товара в корзину сортировка по убыванию цены работает корректно","tests.web","Sun Jun 14 10:48:31 UTC 2026","passed","Sun Jun 14 10:48:31 UTC 2026","TestInventory","test_inventory","",""
"","1422","Параллельный запуск на 3 устройствах: сессии изолированы, тесты не влияют друг на друга","tests.mobile","Sun Jun 14 10:46:29 UTC 2026","passed","Sun Jun 14 10:46:30 UTC 2026","TestCrossDevice","test_cross_device","",""
